161.66243	164.5147066948667	3	0.0	
161.51772	164.5147066948667	3	0.0	
161.51646	164.5147066948667	3	0.0	
163.81256	164.5147066948667	3	0.0	
164.52907	164.5147066948667	3	0.0	
163.09155	164.5147066948667	3	0.0	
162.2287	164.5147066948667	3	0.0	
163.23251	164.5147066948667	3	0.0	
158.49306	154.47252718064257	2	0.0	
158.06104	154.47252718064257	2	0.0	
156.4805	154.47252718064257	2	0.0	
156.33559	154.47252718064257	2	0.0	
154.46735	154.47252718064257	2	0.0	
154.6098	154.47252718064257	2	0.0	
157.33842	154.47252718064257	2	0.0	
157.7677	154.47252718064257	2	0.0	
159.2032	164.5147066948667	3	0.0	
161.64098	164.5147066948667	3	0.0	
163.50635	164.5147066948667	3	0.0	
166.23326	164.5147066948667	3	0.0	
167.52397	164.5147066948667	3	0.0	
168.38377	164.5147066948667	3	0.0	
167.66405	164.5147066948667	3	0.0	
166.08159	164.5147066948667	3	0.0	
165.93689	164.5147066948667	3	0.0	
162.20189	164.5147066948667	3	0.0	
161.76993	164.5147066948667	3	0.0	
159.9017	164.5147066948667	3	0.0	
158.89481	164.5147066948667	3	0.0	
157.74474	164.5147066948667	3	0.0	
157.88718	164.5147066948667	3	0.0	
158.17288	164.5147066948667	3	0.0	
157.45357	164.5147066948667	3	0.0	
158.88774	164.5147066948667	3	0.0	
162.18895	164.5147066948667	3	0.0	
162.33125	164.5147066948667	3	0.0	
163.33466	164.5147066948667	3	0.0	
164.19508	164.5147066948667	3	0.0	
165.05527	164.5147066948667	3	0.0	
165.91582	164.5147066948667	3	0.0	
165.34021	164.5147066948667	3	0.0	
165.76962	164.5147066948667	3	0.0	
164.61967	164.5147066948667	3	0.0	
161.17209	164.5147066948667	3	0.0	
159.87904	164.5147066948667	3	0.0	
158.8727	154.47252718064257	2	0.0	
157.14799	154.47252718064257	2	0.0	
156.71587	154.47252718064257	2	0.0	
154.84747	154.47252718064257	2	0.0	
155.42047	154.47252718064257	2	0.0	
154.84483	154.47252718064257	2	0.0	
155.13026	154.47252718064257	2	0.0	
155.27264	154.47252718064257	2	0.0	
155.98874	154.47252718064257	2	0.0	
156.27472	154.47252718064257	2	0.0	
155.55545	154.47252718064257	2	0.0	
153.5446	154.47252718064257	2	0.0	
152.82584	154.47252718064257	2	0.0	
150.95847	154.47252718064257	2	0.0	
148.23155	154.47252718064257	2	0.0	
147.65614	154.47252718064257	2	0.0	
147.94157	154.47252718064257	2	0.0	
149.23219	154.47252718064257	2	0.0	
148.94348	154.47252718064257	2	0.0	
150.80853	154.47252718064257	2	0.0	
151.09428	154.47252718064257	2	0.0	
153.67711	154.47252718064257	2	0.0	
157.12219	154.47252718064257	2	0.0	
158.8416	154.47252718064257	2	0.0	
159.70158	164.5147066948667	3	0.0	
161.85368	164.5147066948667	3	0.0	
160.84712	164.5147066948667	3	0.0	
